äÓèÄì˙,äÓèÄâøäz,ëOì˙î‰,èÉéëéYëçäz,íºãﬂåàéZì˙,íºãﬂï™îzã‡,ï™îzã‡çƒìäéëäÓèÄâøäz
20250905,38990.00,384,502372521309,20240909,0,38990
20250908,38930.00,-60,501613081847,20250908,0,38930
20250909,38726.00,-204,499194977181,20250908,0,38726
20250910,38870.00,144,501677747821,20250908,0,38870
20250911,38996.00,126,503334342501,20250908,0,38996
20250912,39257.00,261,507536728894,20250908,0,39257
20250916,39496.00,239,510842772346,20250908,0,39496
20250917,39183.00,-313,507122740256,20250908,0,39183
20250918,39259.00,76,510207161279,20250908,0,39259
20250919,39734.00,475,516726314019,20250908,0,39734
20250922,39992.00,258,521056278042,20250908,0,39992
20250924,39831.00,-161,519069663316,20250908,0,39831
20250925,39965.00,134,522213901515,20250908,0,39965
20250926,40037.00,72,523445394880,20250908,0,40037
20250929,40118.00,81,525400730291,20250908,0,40118
20250930,40134.00,16,526177901209,20250908,0,40134
20251001,40109.00,-25,526859585044,20250908,0,40109
20251002,39983.00,-126,525575422866,20250908,0,39983
20251003,40065.00,82,527933411160,20250908,0,40065
20251006,40717.00,652,536567580598,20250908,0,40717
20251007,41056.00,339,541281244739,20250908,0,41056
20251008,41399.00,343,546147319667,20250908,0,41399
20251009,41758.00,359,551274669212,20250908,0,41758
20251010,41739.00,-19,551283220959,20250908,0,41739
20251014,41082.00,-657,542694013280,20250908,0,41082
20251015,40799.00,-283,539795754921,20250908,0,40799
20251016,40713.00,-86,539107347929,20250908,0,40713
20251017,40308.00,-405,536153479826,20250908,0,40308
20251020,40742.00,434,542193286460,20250908,0,40742
20251021,41056.00,314,546825783049,20250908,0,41056
20251022,41370.00,314,553058675103,20250908,0,41370
20251023,41300.00,-70,552354377472,20250908,0,41300
20251024,41658.00,358,557334421314,20250908,0,41658
20251027,42073.00,415,562996271198,20250908,0,42073
20251028,42470.00,397,568482422715,20250908,0,42470
20251029,42297.00,-173,567832912911,20250908,0,42297
20251030,42630.00,333,572600733275,20250908,0,42630
20251031,42565.00,-65,571606918227,20250908,0,42565
20251104,42834.00,269,575220495853,20250908,0,42834
20251105,42089.00,-745,565559611325,20250908,0,42089
20251106,42392.00,303,571042601760,20250908,0,42392
20251107,41701.00,-691,561980286182,20250908,0,41701
20251110,41945.00,244,565805985244,20250908,0,41945
20251111,42714.00,769,576543828712,20250908,0,42714
20251112,42779.00,65,578873800480,20250908,0,42779
20251113,43016.00,237,582540574657,20250908,0,43016
20251114,42227.00,-789,572035397373,20250908,0,42227
20251117,42202.00,-25,571545579419,20250908,0,42202
20251118,41991.00,-211,568958638242,20250908,0,41991
20251119,41701.00,-290,567753309778,20250908,0,41701
20251120,42328.00,627,577184426416,20250908,0,42328
20251121,41728.00,-600,569445962857,20250908,0,41728
20251125,42621.00,893,582876924316,20250908,0,42621
20251126,42876.00,255,586684349102,20250908,0,42876
20251127,43043.00,167,590373292938,20250908,0,43043
20251128,43241.00,198,593432516191,20250908,0,43241
20251201,43263.00,22,593732263341,20250908,0,43263
20251202,42993.00,-270,590976423531,20250908,0,42993
20251203,43136.00,143,594812086966,20250908,0,43136
20251204,43117.00,-19,594446279451,20250908,0,43117
20251205,43115.00,-2,594588574097,20250908,0,43115
20251208,43236.00,121,596235013833,20250908,0,43236
20251209,43309.00,73,597834435339,20250908,0,43309
20251210,43507.00,198,601285193397,20250908,0,43507
20251211,43518.00,11,601527738985,20250908,0,43518
20251212,43566.00,48,603089719442,20250908,0,43566
20251215,43188.00,-378,598108579345,20250908,0,43188
20251216,42877.00,-311,594097939874,20250908,0,42877
20251217,42655.00,-222,593337630655,20250908,0,42655
20251218,42413.00,-242,590472244989,20250908,0,42413
20251219,42815.00,402,596817948197,20250908,0,42815
20251222,43682.00,867,609835860742,20250908,0,43682
20251223,43722.00,40,610802998340,20250908,0,43722
20251224,43773.00,51,613130231721,20250908,0,43773
20251225,43829.00,56,613598266330,20250908,0,43829
20251226,43995.00,166,616036667705,20250908,0,43995
20251229,43973.00,-22,615724814800,20250908,0,43973
20251230,43846.00,-127,615197977580,20250908,0,43846
20260105,43759.00,-87,615097156954,20250908,0,43759
20260106,43875.00,116,617080232717,20250908,0,43875
20260107,44134.00,259,624128719091,20250908,0,44134
20260108,44036.00,-98,623341253378,20250908,0,44036
20260109,44120.00,84,625146650671,20250908,0,44120
20260113,44802.00,682,635396492391,20250908,0,44802
20260114,44993.00,191,638616983550,20250908,0,44993
20260115,44563.00,-430,634244006246,20250908,0,44563
20260116,44733.00,170,636934386012,20250908,0,44733
20260119,44362.00,-371,634465895322,20250908,0,44362
20260120,44542.00,180,637577106416,20250908,0,44542
20260121,43641.00,-901,624683908697,20250908,0,43641
20260122,44152.00,511,635470349476,20250908,0,44152
20260123,44493.00,341,640837982718,20250908,0,44493
20260126,43452.00,-1041,626502934402,20250908,0,43452
20260127,43523.00,71,627845072132,20250908,0,43523
20260128,43174.00,-349,624693935644,20250908,0,43174
20260129,43363.00,189,628325009000,20250908,0,43363
20260130,43449.00,86,630162681313,20250908,0,43449
20260202,43725.00,276,634533253077,20250908,0,43725
20260203,44051.00,326,639620460718,20250908,0,44051
20260204,43812.00,-239,638064482082,20250908,0,43812
20260205,43809.00,-3,638221101322,20250908,0,43809
20260206,43263.00,-546,630609476600,20250908,0,43263
20260209,44154.00,891,643975459560,20250908,0,44154
20260210,44141.00,-13,644277817072,20250908,0,44141
20260212,43197.00,-944,631311470853,20250908,0,43197
20260213,42419.00,-778,620692374342,20250908,0,42419
20260216,42483.00,64,622024670484,20250908,0,42483
20260217,42552.00,69,623594806562,20250908,0,42552
20260218,42574.00,22,623921669388,20250908,0,42574
20260219,43245.00,671,637368472971,20250908,0,43245
20260220,43229.00,-16,638244344882,20250908,0,43229
20260224,42999.00,-230,634988099204,20250908,0,42999
20260225,43600.00,601,645001438816,20250908,0,43600
